Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.6564,0.6748,0.71,0.656,0.6024,0.7149,0.6777,0.7202,0.7021
2,,,,,,,,,
3,0.7172,0.7288,0.7383,0.7169,0.6017,0.736,0.6287,0.734,0.735
4,,,,,,,,,
5,0.6152,0.6988,0.733,0.6096,0.608,0.7172,0.6718,0.7126,0.7321
6,,,,,,,,,
7,0.6955,0.7238,0.7288,0.6955,0.6234,0.7344,0.6824,0.7314,0.7265
8,,,,,,,,,
