Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.6707,0.6783,0.6892,0.6705,0.6352,0.6605,0.6828,0.6868,0.6867
2,,,,,,,,,
3,0.5959,0.5997,0.6585,0.5957,0.6172,0.6257,0.6719,0.6355,0.6498
4,,,,,,,,,
5,0.6111,0.6621,0.6717,0.6148,0.5865,0.6455,0.5206,0.6641,0.675
6,,,,,,,,,
7,0.5363,0.5944,0.6441,0.5533,0.5733,0.6225,0.5184,0.6252,0.6395
8,,,,,,,,,
