Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,16.6039,20.2965,5.7748,20.587,20.2218,17.9927,209.2542,29.0287,7.5979
2,,,,,,,,,
3,0.7461,2.2737,0.0961,0.0321,0.015,2.6065,46.6164,11.3368,0.0839
4,,,,,,,,,
5,41.4027,42.1026,35.6707,37.7078,36.5494,41.9666,319.6592,59.2515,36.2823
6,,,,,,,,,
7,3.266,2.189,0.0854,0.3766,0.006,2.965,209.194,12.0789,0.0879
8,,,,,,,,,
