Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.3168,0.3327,0.3625,0.3163,0.2513,0.3262,0.3409,0.3652,0.3548
2,,,,,,,,,
3,0.2553,0.2852,0.35,0.2544,0.2171,0.3183,0.3203,0.3221,0.3368
4,,,,,,,,,
5,0.2071,0.3167,0.3574,0.2132,0.163,0.3096,0.0666,0.329,0.3602
6,,,,,,,,,
7,0.1387,0.269,0.322,0.1635,0.1435,0.3125,0.0736,0.3086,0.314
8,,,,,,,,,
