Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,672,652,601,672,685,489,660,567,612
2,1322,1398,1556,1321,1145,1683,1399,1621,1521
3,259,243,423,259,624,315,746,354,401
4,1920,1971,1820,1919,1204,1921,1164,1876,1832
5,569,535,482,596,502,431,112,507,496
6,1300,1588,1745,1256,1345,1748,1929,1658,1728
7,107,237,397,166,417,308,78,325,387
8,2006,1962,1817,1947,1477,1923,1995,1897,1820
