Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,768,692,534,769,945,407,691,469,569
2,276,296,347,276,263,459,288,381,336
3,170,119,270,171,886,169,926,214,258
4,689,705,525,689,324,633,202,594,547
5,790,502,345,834,745,342,161,432,362
6,379,413,466,352,446,517,836,441,452
7,84,128,273,143,613,167,95,193,270
8,841,711,551,782,531,640,870,623,561
