Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.6421,0.652,0.6791,0.6411,0.6169,0.6701,0.6596,0.6851,0.6695
2,,,,,,,,,
3,0.5893,0.5918,0.6695,0.5903,0.6136,0.6382,0.6321,0.6457,0.6681
4,,,,,,,,,
5,0.5892,0.6478,0.6671,0.5858,0.577,0.6533,0.4914,0.6659,0.664
6,,,,,,,,,
7,0.4681,0.5877,0.6578,0.5343,0.5461,0.6364,0.4698,0.6408,0.6518
8,,,,,,,,,
