Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.6723,0.6779,0.6926,0.6713,0.6435,0.6693,0.6848,0.694,0.6861
2,,,,,,,,,
3,0.5912,0.5946,0.6592,0.5919,0.62,0.6295,0.6797,0.6359,0.6571
4,,,,,,,,,
5,0.6041,0.654,0.6625,0.612,0.5761,0.6477,0.5206,0.666,0.6589
6,,,,,,,,,
7,0.5223,0.5911,0.6483,0.5541,0.549,0.628,0.5166,0.6317,0.6431
8,,,,,,,,,
