Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.3026,0.3176,0.3619,0.3008,0.2527,0.3403,0.3315,0.3718,0.3449
2,,,,,,,,,
3,0.2174,0.2289,0.346,0.2193,0.2295,0.2991,0.3003,0.309,0.3448
4,,,,,,,,,
5,0.1895,0.297,0.3351,0.1952,0.1541,0.3087,0.0508,0.3319,0.3294
6,,,,,,,,,
7,0.0587,0.2199,0.3232,0.1341,0.1098,0.2942,0.0428,0.3002,0.3108
8,,,,,,,,,
