Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.659,0.6718,0.7084,0.658,0.6356,0.7182,0.6801,0.7186,0.6965
2,,,,,,,,,
3,0.7182,0.7265,0.7416,0.7189,0.654,0.7393,0.6406,0.739,0.7436
4,,,,,,,,,
5,0.6175,0.687,0.7232,0.6037,0.6415,0.7159,0.6695,0.713,0.7222
6,,,,,,,,,
7,0.6929,0.7225,0.7334,0.7001,0.6587,0.7363,0.6807,0.7363,0.7275
8,,,,,,,,,
