Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.7286,0.7397,0.7513,0.7288,0.6829,0.7399,0.7522,0.7479,0.7514
2,,,,,,,,,
3,0.7284,0.7419,0.7548,0.7282,0.6658,0.7452,0.744,0.7533,0.7524
4,,,,,,,,,
5,0.6527,0.725,0.7473,0.6615,0.6161,0.728,0.5725,0.737,0.7415
6,,,,,,,,,
7,0.6544,0.7383,0.7498,0.6663,0.6222,0.7364,0.5739,0.7453,0.7469
8,,,,,,,,,
