Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.2673,0.3321,0.3506,0.2686,0.2592,0.3363,0.2985,0.3849,0.3497
2,,,,,,,,,
3,0.2413,0.2011,0.3128,0.2408,0.2269,0.2461,0.2521,0.283,0.3146
4,,,,,,,,,
5,0.171,0.3164,0.3259,0.1636,0.1755,0.2974,0.0575,0.3163,0.3398
6,,,,,,,,,
7,0.1451,0.2054,0.291,0.1708,0.1662,0.2553,0.0482,0.2674,0.2953
8,,,,,,,,,
