Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,856,637,477,855,813,351,642,427,538
2,263,315,391,262,297,482,350,385,355
3,205,101,233,204,883,149,940,161,225
4,656,747,575,657,296,683,234,644,578
5,902,459,303,901,841,292,117,417,327
6,351,438,521,360,378,555,852,463,493
7,179,102,230,184,641,151,81,150,230
8,752,743,597,728,493,674,876,664,593
