Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.6451,0.6963,0.7175,0.6457,0.648,0.7198,0.683,0.7343,0.7123
2,,,,,,,,,
3,0.6862,0.6674,0.7148,0.686,0.6261,0.688,0.6267,0.7035,0.7157
4,,,,,,,,,
5,0.6027,0.7056,0.7179,0.6001,0.6131,0.707,0.6039,0.7083,0.7223
6,,,,,,,,,
7,0.6457,0.6693,0.7061,0.6567,0.6334,0.6918,0.5964,0.6969,0.7078
8,,,,,,,,,
