Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.7221,0.742,0.7492,0.7222,0.6852,0.737,0.7066,0.744,0.7466
2,,,,,,,,,
3,0.724,0.7407,0.7425,0.7239,0.6765,0.7334,0.7218,0.7449,0.7459
4,,,,,,,,,
5,0.6498,0.7289,0.741,0.6499,0.6181,0.7218,0.5709,0.7333,0.7382
6,,,,,,,,,
7,0.6631,0.7356,0.7397,0.6651,0.6347,0.726,0.572,0.7408,0.7371
8,,,,,,,,,
