Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.2901,0.3409,0.3514,0.2915,0.2761,0.3382,0.3051,0.3851,0.3528
2,,,,,,,,,
3,0.2629,0.2535,0.3269,0.2627,0.2458,0.2812,0.2823,0.3135,0.33
4,,,,,,,,,
5,0.1836,0.3165,0.3312,0.1753,0.1848,0.3047,0.0822,0.3165,0.3428
6,,,,,,,,,
7,0.1706,0.2574,0.3066,0.1965,0.1672,0.2896,0.0788,0.3016,0.3107
8,,,,,,,,,
