Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.5286,0.57,0.5811,0.5286,0.4778,0.5657,0.5462,0.5723,0.5737
2,,,,,,,,,
3,0.5265,0.5641,0.5672,0.5263,0.465,0.5562,0.5243,0.5738,0.5667
4,,,,,,,,,
5,0.4597,0.5428,0.5525,0.4596,0.426,0.5375,0.3771,0.5483,0.5506
6,,,,,,,,,
7,0.4651,0.559,0.5644,0.4673,0.4299,0.5484,0.3787,0.5734,0.5544
8,,,,,,,,,
