Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,3.9714,9.0533,5.6879,3.8389,3.7162,7.8788,58.8972,24.0896,3.9628
2,,,,,,,,,
3,0.0539,1.8689,0.086,0.0255,0.0131,2.1184,32.9113,10.084,0.0855
4,,,,,,,,,
5,23.6747,23.7439,19.6308,19.2086,19.0947,23.5841,395.0274,69.4903,19.3534
6,,,,,,,,,
7,2.5175,1.7673,0.079,0.3131,0.0052,2.262,151.2755,9.7207,0.0682
8,,,,,,,,,
