Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.6192,0.662,0.675,0.6199,0.6184,0.6674,0.6457,0.6924,0.6735
2,,,,,,,,,
3,0.6091,0.5729,0.6507,0.6087,0.5985,0.6063,0.6054,0.6288,0.6512
4,,,,,,,,,
5,0.5713,0.6582,0.6608,0.568,0.5777,0.6453,0.4841,0.658,0.6687
6,,,,,,,,,
7,0.5502,0.5757,0.6386,0.5662,0.582,0.6119,0.4692,0.6188,0.641
8,,,,,,,,,
