Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,29.4302,24.0252,8.3098,26.6924,25.9089,40.1558,150.0742,50.9466,6.9406
2,,,,,,,,,
3,0.581,2.6808,0.1043,0.072,0.0182,3.1309,73.1412,23.7026,0.0989
4,,,,,,,,,
5,152.8091,49.3758,45.6896,113.121,126.3588,48.8987,608.3162,68.1662,42.8716
6,,,,,,,,,
7,3.8978,2.5364,0.0856,0.3993,0.0057,3.3964,196.2698,12.2535,0.0834
8,,,,,,,,,
