Run,ElasticNetLR,GradientBoosting_80,LightGBM,LogisticRegression,Naive Bayes,RandomForest,SVM,Stacking,XGBoost
1,0.5345,0.5621,0.5803,0.5346,0.4586,0.5672,0.5828,0.5815,0.5845
2,,,,,,,,,
3,0.5346,0.5677,0.5909,0.5344,0.431,0.571,0.5493,0.5885,0.5872
4,,,,,,,,,
5,0.4499,0.5434,0.5681,0.4632,0.3992,0.5367,0.3675,0.5556,0.5576
6,,,,,,,,,
7,0.4535,0.5607,0.5769,0.4704,0.3978,0.5582,0.3728,0.5735,0.5717
8,,,,,,,,,
